,Model_Name,Model_Type,Data_Center_Region,Training_Hours,Energy_Consumption_kWh,Peak_Power_kW,Inference_Count,Latency_ms,Throughput_ops,Model_Accuracy_%,CO2_Emissions_kg,Carbon_Intensity_gCO2_kWh,Energy_Source,Green_Energy_Usage_%,Renewable_Energy_%,Water_Usage_L,Cooling_Efficiency_%,PUE,Sustainability_Score,Carbon_Efficiency,Green_Score_Index
505,Model_26,Recommender,India-South,873,135.03,0.66,49136,407.83,97.82,65.36,26.19,884.27,Hydro,86.96,74.99,852.22,68.96,1.92,42.17,0.194,57.04
506,Model_26,Recommender,India-South,873,135.03,0.66,49136,407.83,97.82,65.36,49.62,775.37,Wind,61.07,35.12,223.17,94.19,1.3,49.81,0.3675,38.84
507,Model_26,Recommender,India-South,873,135.03,0.66,49136,407.83,97.82,65.36,191.13,844.01,Mixed,38.66,36.98,585.77,83.72,1.29,6.72,1.4155,24.06
508,Model_26,Recommender,India-South,873,135.03,0.66,49136,407.83,97.82,65.36,128.66,156.33,Hydro,66.5,31.58,848.67,80.51,1.56,40.52,0.9528,37.66
509,Model_26,Recommender,India-South,873,135.03,0.66,49136,407.83,97.82,65.36,350.95,667.13,Mixed,50.24,39.62,604.99,76.4,1.46,63.31,2.5991,39.65
510,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,426.52,688.17,Solar,85.65,34.0,981.44,60.29,1.23,48.11,0.2144,45.55
511,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,56.75,533.16,Hydro,85.63,53.22,654.81,73.88,1.74,76.54,0.0285,57.0
512,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,191.7,656.63,Hydro,72.12,21.63,577.07,78.54,1.54,10.3,0.0964,30.22
513,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,285.01,308.66,Hydro,23.12,59.48,914.95,92.01,1.51,89.74,0.1433,42.79
514,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,425.97,546.63,Mixed,72.46,88.97,712.76,86.48,1.59,97.89,0.2141,68.04
515,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,358.22,777.33,Coal,59.68,28.3,112.92,60.2,1.64,25.39,0.1801,31.5
516,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,448.92,780.74,Mixed,23.13,70.75,248.67,91.19,1.84,33.93,0.2257,34.98
517,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,61.69,114.46,Mixed,74.39,43.83,621.84,79.23,1.93,8.69,0.031,37.38
518,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,117.04,243.06,Hydro,39.06,51.26,830.7,72.18,1.12,73.59,0.0588,41.9
519,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,182.76,883.11,Coal,48.39,61.49,355.5,60.1,1.31,36.31,0.0919,40.25
520,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,142.01,635.14,Wind,27.34,47.9,408.42,92.33,1.3,86.11,0.0714,39.83
521,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,351.19,323.65,Wind,99.67,20.08,771.96,61.83,1.88,48.48,0.1765,45.68
522,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,320.83,344.56,Wind,87.08,61.81,78.95,94.5,1.62,90.06,0.1613,62.74
523,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,343.55,252.73,Mixed,54.09,73.09,873.85,72.02,1.25,69.12,0.1727,52.06
524,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,229.41,488.22,Wind,51.73,45.23,427.31,85.95,1.38,82.26,0.1153,45.58
525,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,403.54,267.13,Mixed,89.05,85.26,134.74,76.67,1.98,49.75,0.2028,62.32
526,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,491.88,386.92,Hydro,38.93,18.75,271.56,73.5,1.6,10.66,0.2473,19.49
527,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,205.42,303.33,Solar,92.62,36.49,375.78,74.88,1.87,14.0,0.1033,41.6
528,Model_27,Recommender,Canada-Central,720,1989.37,7.75,24625,343.94,129.43,62.53,470.86,602.32,Solar,79.28,77.77,627.18,81.78,1.63,95.86,0.2367,66.32
529,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,458.33,640.55,Mixed,84.9,69.48,636.4,95.48,1.8,53.45,0.4743,57.04
530,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,197.63,897.0,Hydro,69.46,40.81,333.06,61.96,1.64,52.66,0.2045,43.64
531,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,125.63,250.97,Solar,74.53,35.24,486.38,94.07,1.47,86.7,0.13,50.35
532,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,29.81,660.29,Wind,40.86,21.03,780.47,94.86,1.11,55.17,0.0308,29.63
533,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,225.27,423.61,Mixed,47.87,38.56,639.77,78.65,1.74,50.55,0.2331,36.09
534,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,242.93,848.51,Wind,53.44,45.74,600.67,87.3,1.96,56.94,0.2514,41.17
535,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,109.5,878.93,Wind,78.53,23.54,712.78,87.02,1.92,60.32,0.1133,42.71
536,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,472.0,327.14,Hydro,30.22,41.85,221.06,67.58,1.23,80.69,0.4884,37.82
537,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,350.44,488.49,Hydro,66.44,66.75,441.08,80.13,1.33,94.44,0.3626,58.89
538,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,441.43,458.74,Solar,89.37,46.06,880.6,86.87,1.75,14.11,0.4568,43.49
539,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,168.93,676.75,Wind,59.72,47.9,80.21,77.26,1.44,87.64,0.1748,49.84
540,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,184.59,534.03,Mixed,43.81,36.68,557.7,80.86,1.17,70.39,0.191,38.26
541,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,90.68,824.88,Coal,74.14,21.62,507.09,77.98,1.27,83.07,0.0938,45.37
542,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,271.7,447.52,Wind,58.6,85.13,703.4,83.03,1.85,34.52,0.2811,50.07
543,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,247.57,380.06,Wind,59.44,59.13,536.07,90.18,1.4,77.38,0.2562,51.1
544,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,349.29,616.08,Coal,26.66,28.19,199.13,64.05,1.38,36.28,0.3614,23.74
545,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,117.19,499.35,Solar,37.02,93.82,130.29,95.45,1.77,77.98,0.1213,54.89
546,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,207.88,714.84,Hydro,82.5,74.97,986.94,67.79,1.81,56.58,0.2151,58.58
547,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,130.97,475.96,Coal,97.94,60.53,274.31,87.42,1.47,18.21,0.1355,51.23
548,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,498.89,862.46,Coal,63.67,16.09,109.22,88.52,1.53,69.88,0.5162,37.93
549,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,211.41,557.83,Mixed,75.04,57.75,702.81,67.08,1.13,64.51,0.2188,52.77
550,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,26.19,884.27,Hydro,86.96,74.99,852.22,68.96,1.92,42.17,0.0271,57.04
551,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,49.62,775.37,Wind,61.07,35.12,223.17,94.19,1.3,49.81,0.0513,38.84
552,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,191.13,844.01,Mixed,38.66,36.98,585.77,83.72,1.29,6.72,0.1978,24.06
553,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,128.66,156.33,Hydro,66.5,31.58,848.67,80.51,1.56,40.52,0.1331,37.66
554,Model_28,CV,India-South,829,966.39,8.17,83873,85.5,466.17,99.5,350.95,667.13,Mixed,50.24,39.62,604.99,76.4,1.46,63.31,0.3632,39.65
555,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,426.52,688.17,Solar,85.65,34.0,981.44,60.29,1.23,48.11,0.7167,45.55
556,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,56.75,533.16,Hydro,85.63,53.22,654.81,73.88,1.74,76.54,0.0954,57.0
557,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,191.7,656.63,Hydro,72.12,21.63,577.07,78.54,1.54,10.3,0.3221,30.22
558,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,285.01,308.66,Hydro,23.12,59.48,914.95,92.01,1.51,89.74,0.4789,42.79
559,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,425.97,546.63,Mixed,72.46,88.97,712.76,86.48,1.59,97.89,0.7157,68.04
560,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,358.22,777.33,Coal,59.68,28.3,112.92,60.2,1.64,25.39,0.6019,31.5
561,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,448.92,780.74,Mixed,23.13,70.75,248.67,91.19,1.84,33.93,0.7543,34.98
562,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,61.69,114.46,Mixed,74.39,43.83,621.84,79.23,1.93,8.69,0.1037,37.38
563,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,117.04,243.06,Hydro,39.06,51.26,830.7,72.18,1.12,73.59,0.1967,41.9
564,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,182.76,883.11,Coal,48.39,61.49,355.5,60.1,1.31,36.31,0.3071,40.25
565,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,142.01,635.14,Wind,27.34,47.9,408.42,92.33,1.3,86.11,0.2386,39.83
566,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,351.19,323.65,Wind,99.67,20.08,771.96,61.83,1.88,48.48,0.5901,45.68
567,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,320.83,344.56,Wind,87.08,61.81,78.95,94.5,1.62,90.06,0.5391,62.74
568,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,343.55,252.73,Mixed,54.09,73.09,873.85,72.02,1.25,69.12,0.5773,52.06
569,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,229.41,488.22,Wind,51.73,45.23,427.31,85.95,1.38,82.26,0.3855,45.58
570,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,403.54,267.13,Mixed,89.05,85.26,134.74,76.67,1.98,49.75,0.6781,62.32
571,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,491.88,386.92,Hydro,38.93,18.75,271.56,73.5,1.6,10.66,0.8265,19.49
572,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,205.42,303.33,Solar,92.62,36.49,375.78,74.88,1.87,14.0,0.3452,41.6
573,Model_29,Anomaly Detection,Canada-Central,498,595.14,3.79,73592,455.91,214.27,72.86,470.86,602.32,Solar,79.28,77.77,627.18,81.78,1.63,95.86,0.7912,66.32
574,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,426.52,688.17,Solar,85.65,34.0,981.44,60.29,1.23,48.11,0.2406,45.55
575,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,56.75,533.16,Hydro,85.63,53.22,654.81,73.88,1.74,76.54,0.032,57.0
576,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,191.7,656.63,Hydro,72.12,21.63,577.07,78.54,1.54,10.3,0.1081,30.22
577,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,285.01,308.66,Hydro,23.12,59.48,914.95,92.01,1.51,89.74,0.1608,42.79
578,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,425.97,546.63,Mixed,72.46,88.97,712.76,86.48,1.59,97.89,0.2403,68.04
579,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,358.22,777.33,Coal,59.68,28.3,112.92,60.2,1.64,25.39,0.2021,31.5
580,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,448.92,780.74,Mixed,23.13,70.75,248.67,91.19,1.84,33.93,0.2532,34.98
581,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,61.69,114.46,Mixed,74.39,43.83,621.84,79.23,1.93,8.69,0.0348,37.38
582,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,117.04,243.06,Hydro,39.06,51.26,830.7,72.18,1.12,73.59,0.066,41.9
583,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,182.76,883.11,Coal,48.39,61.49,355.5,60.1,1.31,36.31,0.1031,40.25
584,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,142.01,635.14,Wind,27.34,47.9,408.42,92.33,1.3,86.11,0.0801,39.83
585,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,351.19,323.65,Wind,99.67,20.08,771.96,61.83,1.88,48.48,0.1981,45.68
586,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,320.83,344.56,Wind,87.08,61.81,78.95,94.5,1.62,90.06,0.181,62.74
587,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,343.55,252.73,Mixed,54.09,73.09,873.85,72.02,1.25,69.12,0.1938,52.06
588,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,229.41,488.22,Wind,51.73,45.23,427.31,85.95,1.38,82.26,0.1294,45.58
589,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,403.54,267.13,Mixed,89.05,85.26,134.74,76.67,1.98,49.75,0.2276,62.32
590,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,491.88,386.92,Hydro,38.93,18.75,271.56,73.5,1.6,10.66,0.2775,19.49
591,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,205.42,303.33,Solar,92.62,36.49,375.78,74.88,1.87,14.0,0.1159,41.6
592,Model_30,Anomaly Detection,Canada-Central,938,1772.81,4.91,78052,412.16,370.63,92.31,470.86,602.32,Solar,79.28,77.77,627.18,81.78,1.63,95.86,0.2656,66.32
593,Model_31,Recommender,Asia-Pacific,945,1508.05,6.67,45261,475.15,508.38,70.16,230.23,267.26,Mixed,70.08,47.02,627.68,68.56,1.28,49.7,0.1527,45.14
594,Model_31,Recommender,Asia-Pacific,945,1508.05,6.67,45261,475.15,508.38,70.16,336.3,239.96,Coal,41.92,49.91,740.08,63.34,1.19,7.55,0.223,29.14
595,Model_31,Recommender,Asia-Pacific,945,1508.05,6.67,45261,475.15,508.38,70.16,299.74,885.73,Hydro,37.17,79.17,570.07,90.62,1.58,75.32,0.1988,49.99
596,Model_31,Recommender,Asia-Pacific,945,1508.05,6.67,45261,475.15,508.38,70.16,144.61,513.31,Wind,50.18,93.23,478.36,62.11,1.44,27.23,0.0959,48.51
597,Model_31,Recommender,Asia-Pacific,945,1508.05,6.67,45261,475.15,508.38,70.16,486.14,872.34,Coal,46.92,18.47,547.42,60.69,1.55,80.07,0.3224,35.65
598,Model_31,Recommender,Asia-Pacific,945,1508.05,6.67,45261,475.15,508.38,70.16,78.27,564.55,Mixed,53.88,91.7,487.11,91.87,1.48,72.08,0.0519,58.13
599,Model_31,Recommender,Asia-Pacific,945,1508.05,6.67,45261,475.15,508.38,70.16,306.16,397.83,Solar,65.48,19.63,605.53,67.79,1.36,80.53,0.203,41.69
600,Model_31,Recommender,Asia-Pacific,945,1508.05,6.67,45261,475.15,508.38,70.16,303.44,344.29,Mixed,40.0,28.57,711.68,87.98,1.19,96.26,0.2012,39.88
601,Model_31,Recommender,Asia-Pacific,945,1508.05,6.67,45261,475.15,508.38,70.16,154.86,240.74,Solar,39.09,36.28,974.45,63.32,1.19,32.4,0.1027,29.17
602,Model_31,Recommender,Asia-Pacific,945,1508.05,6.67,45261,475.15,508.38,70.16,233.7,495.11,Hydro,79.19,35.8,262.66,95.42,1.81,63.32,0.155,47.2
603,Model_31,Recommender,Asia-Pacific,945,1508.05,6.67,45261,475.15,508.38,70.16,129.62,791.33,Wind,68.2,77.21,52.47,88.35,1.65,21.95,0.086,48.04
604,Model_31,Recommender,Asia-Pacific,945,1508.05,6.67,45261,475.15,508.38,70.16,430.6,542.26,Hydro,76.41,80.31,749.98,72.65,1.48,49.43,0.2855,56.94
605,Model_31,Recommender,Asia-Pacific,945,1508.05,6.67,45261,475.15,508.38,70.16,169.72,337.21,Coal,39.9,92.44,579.86,87.76,1.82,57.33,0.1125,51.23
606,Model_31,Recommender,Asia-Pacific,945,1508.05,6.67,45261,475.15,508.38,70.16,358.46,304.97,Solar,54.76,78.35,586.24,66.34,1.52,40.44,0.2377,48.09
607,Model_31,Recommender,Asia-Pacific,945,1508.05,6.67,45261,475.15,508.38,70.16,406.66,589.21,Mixed,40.29,62.2,409.83,93.39,1.66,77.09,0.2697,46.2
608,Model_31,Recommender,Asia-Pacific,945,1508.05,6.67,45261,475.15,508.38,70.16,57.13,104.15,Hydro,65.72,48.64,904.67,88.18,1.85,35.39,0.0379,41.58
609,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,426.52,688.17,Solar,85.65,34.0,981.44,60.29,1.23,48.11,0.2235,45.55
610,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,56.75,533.16,Hydro,85.63,53.22,654.81,73.88,1.74,76.54,0.0297,57.0
611,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,191.7,656.63,Hydro,72.12,21.63,577.07,78.54,1.54,10.3,0.1004,30.22
612,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,285.01,308.66,Hydro,23.12,59.48,914.95,92.01,1.51,89.74,0.1493,42.79
613,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,425.97,546.63,Mixed,72.46,88.97,712.76,86.48,1.59,97.89,0.2232,68.04
614,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,358.22,777.33,Coal,59.68,28.3,112.92,60.2,1.64,25.39,0.1877,31.5
615,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,448.92,780.74,Mixed,23.13,70.75,248.67,91.19,1.84,33.93,0.2352,34.98
616,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,61.69,114.46,Mixed,74.39,43.83,621.84,79.23,1.93,8.69,0.0323,37.38
617,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,117.04,243.06,Hydro,39.06,51.26,830.7,72.18,1.12,73.59,0.0613,41.9
618,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,182.76,883.11,Coal,48.39,61.49,355.5,60.1,1.31,36.31,0.0958,40.25
619,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,142.01,635.14,Wind,27.34,47.9,408.42,92.33,1.3,86.11,0.0744,39.83
620,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,351.19,323.65,Wind,99.67,20.08,771.96,61.83,1.88,48.48,0.184,45.68
621,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,320.83,344.56,Wind,87.08,61.81,78.95,94.5,1.62,90.06,0.1681,62.74
622,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,343.55,252.73,Mixed,54.09,73.09,873.85,72.02,1.25,69.12,0.18,52.06
623,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,229.41,488.22,Wind,51.73,45.23,427.31,85.95,1.38,82.26,0.1202,45.58
624,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,403.54,267.13,Mixed,89.05,85.26,134.74,76.67,1.98,49.75,0.2114,62.32
625,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,491.88,386.92,Hydro,38.93,18.75,271.56,73.5,1.6,10.66,0.2577,19.49
626,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,205.42,303.33,Solar,92.62,36.49,375.78,74.88,1.87,14.0,0.1076,41.6
627,Model_32,Anomaly Detection,Canada-Central,649,1908.49,0.96,2542,364.23,693.49,87.19,470.86,602.32,Solar,79.28,77.77,627.18,81.78,1.63,95.86,0.2467,66.32
628,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,458.33,640.55,Mixed,84.9,69.48,636.4,95.48,1.8,53.45,0.6595,57.04
629,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,197.63,897.0,Hydro,69.46,40.81,333.06,61.96,1.64,52.66,0.2844,43.64
630,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,125.63,250.97,Solar,74.53,35.24,486.38,94.07,1.47,86.7,0.1808,50.35
631,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,29.81,660.29,Wind,40.86,21.03,780.47,94.86,1.11,55.17,0.0429,29.63
632,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,225.27,423.61,Mixed,47.87,38.56,639.77,78.65,1.74,50.55,0.3241,36.09
633,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,242.93,848.51,Wind,53.44,45.74,600.67,87.3,1.96,56.94,0.3496,41.17
634,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,109.5,878.93,Wind,78.53,23.54,712.78,87.02,1.92,60.32,0.1576,42.71
635,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,472.0,327.14,Hydro,30.22,41.85,221.06,67.58,1.23,80.69,0.6792,37.82
636,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,350.44,488.49,Hydro,66.44,66.75,441.08,80.13,1.33,94.44,0.5043,58.89
637,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,441.43,458.74,Solar,89.37,46.06,880.6,86.87,1.75,14.11,0.6352,43.49
638,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,168.93,676.75,Wind,59.72,47.9,80.21,77.26,1.44,87.64,0.2431,49.84
639,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,184.59,534.03,Mixed,43.81,36.68,557.7,80.86,1.17,70.39,0.2656,38.26
640,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,90.68,824.88,Coal,74.14,21.62,507.09,77.98,1.27,83.07,0.1305,45.37
641,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,271.7,447.52,Wind,58.6,85.13,703.4,83.03,1.85,34.52,0.391,50.07
642,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,247.57,380.06,Wind,59.44,59.13,536.07,90.18,1.4,77.38,0.3562,51.1
643,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,349.29,616.08,Coal,26.66,28.19,199.13,64.05,1.38,36.28,0.5026,23.74
644,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,117.19,499.35,Solar,37.02,93.82,130.29,95.45,1.77,77.98,0.1686,54.89
645,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,207.88,714.84,Hydro,82.5,74.97,986.94,67.79,1.81,56.58,0.2991,58.58
646,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,130.97,475.96,Coal,97.94,60.53,274.31,87.42,1.47,18.21,0.1885,51.23
647,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,498.89,862.46,Coal,63.67,16.09,109.22,88.52,1.53,69.88,0.7179,37.93
648,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,211.41,557.83,Mixed,75.04,57.75,702.81,67.08,1.13,64.51,0.3042,52.77
649,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,26.19,884.27,Hydro,86.96,74.99,852.22,68.96,1.92,42.17,0.0377,57.04
650,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,49.62,775.37,Wind,61.07,35.12,223.17,94.19,1.3,49.81,0.0714,38.84
651,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,191.13,844.01,Mixed,38.66,36.98,585.77,83.72,1.29,6.72,0.275,24.06
652,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,128.66,156.33,Hydro,66.5,31.58,848.67,80.51,1.56,40.52,0.1851,37.66
653,Model_33,Anomaly Detection,India-South,560,694.96,9.52,22677,308.64,48.92,90.33,350.95,667.13,Mixed,50.24,39.62,604.99,76.4,1.46,63.31,0.505,39.65
654,Model_34,NLP,Canada-Central,347,1127.89,8.92,47732,212.03,801.42,83.77,426.52,688.17,Solar,85.65,34.0,981.44,60.29,1.23,48.11,0.3782,45.55
655,Model_34,NLP,Canada-Central,347,1127.89,8.92,47732,212.03,801.42,83.77,56.75,533.16,Hydro,85.63,53.22,654.81,73.88,1.74,76.54,0.0503,57.0
